timestamp,uav_id,target_id,Q_i_t,D_i_t,Psi_i_t,C_i_t,P_star,N_ij,h_ij,correction_term,P_ij_trans_opt
89.0,1,0,147456.0,1147456.0,0.19762113823948294,197621138239483.34,0.1675356285856614,1.743553152758002e-10,2.4715638094651553e-09,0.07054453322551708,0.09699109536014432
90.0,1,3,73728.0,1073728.0,0.20743232378214568,207432323782146.12,0.1493558990825859,1.1978930715319612e-09,4.975466507145482e-09,0.24075995081297707,0.0
90.0,1,0,73728.0,1073728.0,0.20743232378214568,207432323782146.12,0.1493558990825859,6.473194824020121e-10,2.858533147745647e-09,0.22645162709150812,0.0
90.0,1,2,73728.0,1073728.0,0.20743232378214568,207432323782146.12,0.1493558990825859,1.0636599601098608e-09,2.2427713081204227e-09,0.47426144442755147,0.0
91.0,1,3,204800.0,1204800.0,0.20743232378214568,207432323782146.12,0.16758805508909097,8e-13,5.780910957953835e-09,0.00013838649406964083,0.16744966859502133
91.0,1,0,204800.0,1204800.0,0.20743232378214568,207432323782146.12,0.16758805508909097,9.471171167611909e-11,2.692650184500543e-09,0.0351741612116195,0.13241389387747146
93.0,1,3,253952.0,1253952.0,0.21791385279172967,217913852791730.12,0.1660353675304714,8e-13,7.625785090386418e-09,0.00010490723125787196,0.16593046029921354
93.0,1,0,253952.0,1253952.0,0.21791385279172967,217913852791730.12,0.1660353675304714,1.6053674229965232e-10,2.734897999441742e-09,0.058699352711662996,0.10733601481880842
95.0,1,3,237568.0,1237568.0,0.22900859670968848,229008596709688.94,0.15592717845664475,8e-13,6.207249825631804e-09,0.00012888155342105504,0.1557982969032237
95.0,1,0,237568.0,1237568.0,0.22900859670968848,229008596709688.94,0.15592717845664475,1.9673381221112659e-10,4.087118550970095e-09,0.04813508826760872,0.10779209018903603
97.0,1,3,253952.0,1253952.0,0.2401220349763902,240122034976390.66,0.15067924375125918,2.349049552837607e-10,5.26075244536277e-09,0.04465234920735036,0.10602689454390882
97.0,1,0,253952.0,1253952.0,0.2401220349763902,240122034976390.66,0.15067924375125918,3.240819919072838e-10,3.911318985137475e-09,0.08285746908875369,0.0678217746625055
98.0,1,2,106496.0,1106496.0,0.24809951248804807,248099512488048.56,0.12868516152689924,3.717182866385085e-10,3.1385831001361414e-09,0.11843506282257896,0.010250098704320282
99.0,1,3,200464.22067009495,1200464.220670095,0.2488893603623271,248889360362327.6,0.13917057566495517,3.2491220673025196e-10,3.344129621962924e-09,0.0971589751175782,0.04201160054737696
99.0,1,0,200464.22067009495,1200464.220670095,0.2488893603623271,248889360362327.6,0.13917057566495517,4.959879695737066e-10,3.607371292152835e-09,0.13749290810531095,0.0016776675596442137
100.0,1,3,295115.8750289794,1295115.8750289795,0.25216193551186117,252161935511861.66,0.14819502765063344,8.198750004647169e-08,2.4208144133889354e-09,33.86773459089585,0.0
100.0,1,0,295115.8750289794,1295115.8750289795,0.25216193551186117,252161935511861.66,0.14819502765063344,6.913322402749159e-10,7.89187523285183e-09,0.08760050303343356,0.060594524617199885
100.0,1,2,295115.8750289794,1295115.8750289795,0.25216193551186117,252161935511861.66,0.14819502765063344,1.2792366662176723e-10,2.672638835597259e-09,0.04786418011963817,0.10033084753099528
100.0,1,4,295115.8750289794,1295115.8750289795,0.25216193551186117,252161935511861.66,0.14819502765063344,2.202393275660865e-10,1.8590117785826443e-09,0.1184711845849639,0.02972384306566954
