timestamp,uav_id,target_id,Q_i_t,D_i_t,Psi_i_t,C_i_t,P_star,N_ij,h_ij,correction_term,P_ij_trans_opt
1111.0,1,3,172032.0,1172032.0,7.2661669363243915,7266166936324392.0,0.004654131315674153,6.583449629251485e-12,2.000169621997729e-09,0.003291445663831285,0.001362685651842868
1113.0,1,3,180224.0,1180224.0,7.275634544823231,7275634544823232.0,0.004680563053155674,7.295481184070996e-12,1.8889333939930788e-09,0.003862222568181103,0.0008183404849745708
1115.0,1,3,253952.0,1253952.0,7.281328081375458,7281328081375459.0,0.004969066938599092,7.909648008285154e-12,1.720326426913231e-09,0.004597759985863484,0.00037130695273560835
1122.0,1,3,983040.0,1983040.0,7.2839133782058845,7283913378205885.0,0.007855453038320259,1.1363841982593693e-12,1.741543282497127e-09,0.0006525156220234474,0.007202937416296811
1124.0,1,3,237568.0,1237568.0,7.334308300221637,7334308300221638.0,0.004868716021411094,1.529864129850054e-12,2.0171082337136832e-09,0.0007584442442304806,0.004110271777180613
1126.0,1,3,221184.0,1221184.0,7.363274039774987,7363274039774988.0,0.004785360673244171,8e-13,1.986672254935393e-09,0.000402683431055424,0.004382677242188747
1126.0,1,0,221184.0,1221184.0,7.363274039774987,7363274039774988.0,0.004785360673244171,8e-13,1.890344243495964e-09,0.0004232033412710567,0.004362157331973114
1127.0,1,3,335872.0,1335872.0,7.363274039774987,7363274039774988.0,0.005234779798366206,9.57163884296399e-12,2.0465233783091947e-09,0.004677023944320601,0.0005577558540456051
1127.0,1,0,335872.0,1335872.0,7.363274039774987,7363274039774988.0,0.005234779798366206,5.415035357954597e-12,2.3556835297978657e-09,0.002298710879223766,0.0029360689191424397
1128.0,1,3,483328.0,1483328.0,7.363274039774987,7363274039774988.0,0.005812604387808822,8e-13,2.702303604330004e-09,0.00029604371570911926,0.005516560672099703
1128.0,1,0,483328.0,1483328.0,7.363274039774987,7363274039774988.0,0.005812604387808822,8e-13,2.90050703376302e-09,0.00027581384588545784,0.0055367905419233645
1129.0,1,3,622592.0,1622592.0,7.363274039774987,7363274039774988.0,0.006358327611171294,8e-13,2.9083752364087144e-09,0.00027506767008092346,0.00608325994109037
1129.0,1,0,622592.0,1622592.0,7.363274039774987,7363274039774988.0,0.006358327611171294,8e-13,3.536285368528963e-09,0.0002262260865934547,0.006132101524577839
1130.0,1,3,819200.0,1819200.0,7.363274039774987,7363274039774988.0,0.007128760397094783,8e-13,3.326256919930548e-09,0.00024051058569964705,0.006888249811395136
1130.0,1,0,819200.0,1819200.0,7.363274039774987,7363274039774988.0,0.007128760397094783,8e-13,4.3130607592860865e-09,0.0001854831277944758,0.006943277269300307
1131.0,1,3,983040.0,1983040.0,7.363274039774987,7363274039774988.0,0.00777078771869769,8e-13,3.74460923034883e-09,0.00021364044972069777,0.007557147268976993
1131.0,1,0,983040.0,1983040.0,7.363274039774987,7363274039774988.0,0.00777078771869769,8e-13,5.147983745888158e-09,0.00015540064605662032,0.00761538707264107
1132.0,1,3,1056768.0,2056768.0,7.363274039774987,7363274039774988.0,0.008059700013418998,8e-13,3.5203202587275605e-09,0.00022725205129182325,0.007832447962127174
1132.0,1,0,1056768.0,2056768.0,7.363274039774987,7363274039774988.0,0.008059700013418998,8e-13,5.533489698737898e-09,0.00014457422775766032,0.007915125785661338
1134.0,1,3,221184.0,1221184.0,7.418894204709428,7418894204709429.0,0.004749484363032378,8e-13,4.282943877387126e-09,0.00018678741139331763,0.00456269695163906
1134.0,1,0,221184.0,1221184.0,7.418894204709428,7418894204709429.0,0.004749484363032378,8e-13,1.047042188212542e-08,7.640570829010433e-05,0.004673078654742273
1135.0,1,3,106496.0,1106496.0,7.451553465453016,7451553465453017.0,0.004284573141330673,1.559928188037094e-11,4.88032813142614e-09,0.0031963592324708062,0.0010882139088598665
1135.0,1,0,106496.0,1106496.0,7.451553465453016,7451553465453017.0,0.004284573141330673,4.857336200394856e-11,1.2462678018138819e-08,0.003897505972091424,0.00038706716923924854
1136.0,1,3,98304.0,1098304.0,7.45937107654731,7459371076547311.0,0.004248394986462938,1.0890675546014353e-11,5.3783694142391596e-09,0.002024902848283615,0.002223492138179323
1136.0,1,0,98304.0,1098304.0,7.45937107654731,7459371076547311.0,0.004248394986462938,1.7442110405025106e-11,1.4426805135929725e-08,0.0012090071391888293,0.0030393878472741087
1137.0,1,0,122880.0,1122880.0,7.475378435529618,7475378435529619.0,0.004334157585424307,4.477744606322198e-11,1.5658640502811052e-08,0.002859599851927343,0.0014745577334969642
1138.0,1,0,229376.0,1229376.0,7.475378435529618,7475378435529619.0,0.004745217045221745,5.364652584933147e-11,1.7690128696131698e-08,0.003032568432419735,0.0017126486128020103
1139.0,1,0,319488.0,1319488.0,7.475378435529618,7475378435529619.0,0.005093036588127269,9.113850521674072e-12,1.400995010521598e-08,0.0006505269792703213,0.004442509608856947
1140.0,1,3,425984.0,1425984.0,7.475378435529618,7475378435529619.0,0.005504096047924707,1.3975341144866529e-11,4.033938504104884e-09,0.0034644408016248638,0.002039655246299843
1140.0,1,0,425984.0,1425984.0,7.475378435529618,7475378435529619.0,0.005504096047924707,5.1659405273495096e-12,1.1368105697113846e-08,0.00045442404081983925,0.005049672007104868
1141.0,1,3,139264.0,1139264.0,7.490102618714525,7490102618714526.0,0.004388753016431717,1.0156423252571729e-11,4.976048152099713e-09,0.002041062092272175,0.002347690924159542
1142.0,1,3,262144.0,1262144.0,7.507098407953024,7507098407953025.0,0.004851112349236582,1.7272422951368936e-11,6.342943539680702e-09,0.0027230926530111307,0.002128019696225451
1143.0,1,0,122880.0,1122880.0,7.522548373858726,7522548373858727.0,0.004306980366235721,4.1735966790236336e-11,1.3261965030899005e-08,0.0031470424400151754,0.0011599379262205453
1144.0,1,3,245760.0,1245760.0,7.522548373858726,7522548373858727.0,0.004778305661372374,7.015688641446488e-12,4.6912107017127624e-09,0.0014954963840965528,0.0032828092772758206
1144.0,1,0,245760.0,1245760.0,7.522548373858726,7522548373858727.0,0.004778305661372374,1.1235292391901858e-11,1.1665974037513255e-08,0.0009630822386346402,0.0038152234227377332
1146.0,1,3,229376.0,1229376.0,7.546465663109355,7546465663109356.0,0.004700517401830014,8e-13,4.1648053386098805e-09,0.0001920858083290448,0.004508431593500969
1146.0,1,0,229376.0,1229376.0,7.546465663109355,7546465663109356.0,0.004700517401830014,8e-13,7.727193533906754e-09,0.00010353047280226872,0.004596986929027745
1146.0,1,4,229376.0,1229376.0,7.546465663109355,7546465663109356.0,0.004700517401830014,8e-13,2.0560272032128906e-09,0.000389099910132446,0.004311417491697568
1148.0,1,3,483328.0,1483328.0,7.5794778883858775,7579477888385879.0,0.005646800429066164,8e-13,3.4155689444078638e-09,0.00023422159324577507,0.005412578835820389
1148.0,1,0,483328.0,1483328.0,7.5794778883858775,7579477888385879.0,0.005646800429066164,8e-13,6.2200758125956775e-09,0.00012861579570782672,0.005518184633358338
1148.0,1,4,483328.0,1483328.0,7.5794778883858775,7579477888385879.0,0.005646800429066164,8e-13,3.105600987143946e-09,0.00025759909380236156,0.0053892013352638025
1150.0,1,3,270336.0,1270336.0,7.61936541944999,7619365419449991.0,0.004810656390844207,8.701124420717886e-12,2.677704086332781e-09,0.003249471988009852,0.0015611844028343546
1150.0,1,0,270336.0,1270336.0,7.61936541944999,7619365419449991.0,0.004810656390844207,1.81944948777252e-11,5.865929687823977e-09,0.0031017239970489016,0.0017089323937953052
1150.0,1,4,270336.0,1270336.0,7.61936541944999,7619365419449991.0,0.004810656390844207,1.463106755914352e-11,4.242093840630266e-09,0.003449020250096524,0.0013616361407476829
1151.0,1,0,106496.0,1106496.0,7.630922422202534,7630922422202535.0,0.004183861933437712,2.8912444760751414e-11,8.076505639273635e-09,0.0035798210330169064,0.0006040409004208058
1152.0,1,3,245760.0,1245760.0,7.630922422202534,7630922422202535.0,0.0047104443596717605,8e-13,2.0245903721240833e-09,0.0003951416597722364,0.004315302699899524
1152.0,1,0,245760.0,1245760.0,7.630922422202534,7630922422202535.0,0.0047104443596717605,1.8840395854336524e-11,7.0268525756305825e-09,0.002681199819059219,0.0020292445406125416
1152.0,1,4,245760.0,1245760.0,7.630922422202534,7630922422202535.0,0.0047104443596717605,9.728938277687392e-12,5.143354217220275e-09,0.0018915551732980576,0.0028188891863737027
1154.0,1,4,294912.0,1294912.0,7.66298921051891,7662989210518911.0,0.004875807780658754,8.491490159880997e-12,5.378315988930096e-09,0.0015788380930682733,0.0032969696875904805
1155.0,1,0,417792.0,1417792.0,7.66298921051891,7662989210518911.0,0.005338495021249117,8e-13,3.5248649066996225e-09,0.00022695905266595042,0.005111535968583166
1155.0,1,4,417792.0,1417792.0,7.66298921051891,7662989210518911.0,0.005338495021249117,8e-13,6.786706740412048e-09,0.00011787749649418753,0.005220617524754929
1156.0,1,0,573440.0,1573440.0,7.66298921051891,7662989210518911.0,0.00592456552599691,8e-13,3.0732412160297854e-09,0.0002603114899758804,0.0056642540360210296
1156.0,1,4,573440.0,1573440.0,7.66298921051891,7662989210518911.0,0.00592456552599691,8e-13,8.440716908452006e-09,9.477867919002592e-05,0.005829786846806884
1157.0,1,0,688128.0,1688128.0,7.66298921051891,7662989210518911.0,0.006356406950547915,8e-13,2.007872502619367e-09,0.0003984316728060976,0.005957975277741817
1157.0,1,4,688128.0,1688128.0,7.66298921051891,7662989210518911.0,0.006356406950547915,8e-13,1.0849231857172062e-08,7.373793928748486e-05,0.00628266901126043
1158.0,1,4,794624.0,1794624.0,7.66298921051891,7662989210518911.0,0.0067574025590595626,1.057678220344468e-11,1.409375020085652e-08,0.0007504590369993855,0.006006943522060177
1160.0,1,4,237568.0,1237568.0,7.7079263088652725,7707926308865274.0,0.004632719994505801,8e-13,5.214177584878287e-09,0.00015342783918984495,0.0044792921553159564
1162.0,1,0,204800.0,1204800.0,7.741664207915774,7741664207915775.0,0.0044904013880782195,3.2104703596508264e-12,1.6434566159613488e-09,0.001953486528619342,0.0025369148594588777
1162.0,1,4,204800.0,1204800.0,7.741664207915774,7741664207915775.0,0.0044904013880782195,7.68568030912204e-12,4.001552858333892e-09,0.0019206744434514585,0.002569726944626761
1163.0,1,4,303104.0,1303104.0,7.741664207915774,7741664207915775.0,0.004856789517272809,3.9269569769262814e-12,2.7540166988138223e-09,0.0014259016579738438,0.003430887859298965
1164.0,1,4,155648.0,1155648.0,7.7676388370398675,7767638837039868.0,0.004292804219122557,1.0248722456266957e-11,2.3958229213282923e-09,0.0042777462244934445,1.5057994629112323e-05
1165.0,1,4,131072.0,1131072.0,7.76775309431029,7767753094310291.0,0.004201451682298228,8.353693031549771e-13,2.123588285945883e-09,0.0003933763002383907,0.003808075382059837
1167.0,1,4,245760.0,1245760.0,7.7967201540103055,7796720154010306.0,0.004610276471737681,8e-13,1.8262078630894948e-09,0.00043806623340598077,0.0041722102383317
1169.0,1,4,278528.0,1278528.0,7.8286226801697625,7828622680169763.0,0.00471226186417171,8e-13,1.6314698752394036e-09,0.0004903553612245566,0.004221906502947153
1172.0,1,3,376832.0,1376832.0,7.861082625487246,7861082625487247.0,0.005053626308664107,1.7577117390429243e-12,1.6860861471069901e-09,0.001042480386935644,0.0040111459217284625
1173.0,1,3,131072.0,1131072.0,7.892088596364274,7892088596364275.0,0.0041352601288335645,7.610466300523485e-12,2.004882626606113e-09,0.003795966007948588,0.0003392941208849765
1175.0,1,3,409600.0,1409600.0,7.8947187987253375,7894718798725339.0,0.00515185652962187,7.902850576674823e-12,2.8781821345675613e-09,0.002745778483494827,0.0024060780461270426
1176.0,1,3,122880.0,1122880.0,7.9134042486918235,7913404248691824.0,0.004094251618148281,7.725130846738079e-12,3.3576578586578996e-09,0.0023007498595541583,0.0017935017585941227
1177.0,1,3,253952.0,1253952.0,7.927370846386391,7927370846386392.0,0.004564111776699441,8.18988749428725e-12,4.112088692271167e-09,0.001991661198767543,0.002572450577931898
1178.0,1,3,122880.0,1122880.0,7.947460815631032,7947460815631033.0,0.00407670687555261,1.7932671858308683e-11,5.12405724181889e-09,0.003499701703555347,0.000577005171997263
