timestamp,uav_id,target_id,Q_i_t,D_i_t,Psi_i_t,C_i_t,beta_Psi_i_t,gamma_F_t,up,down,P_star,N_ij,h_ij,correction_term,P_ij_trans_opt
25.0,2,7,6479872.0,7479872.0,5.0,5000000000000000.0,5000000000000000.0,0.0,149597440000000.0,3465735902799726.5,0.04316469696353685,7.663749890194166e-11,3.751715790880215e-09,0.020427319971367347,0.022737376992169503
67.0,2,3,3959681.2829708746,4959681.282970875,5.02273737699217,5022737376992170.0,5022737376992170.0,0.0,99193625659417.48,3481496251555177.5,0.02849166521868518,1.5434126171152563e-11,2.3597277558058473e-09,0.006540638483900787,0.02195102673478439
67.0,2,6,3959681.2829708746,4959681.282970875,5.02273737699217,5022737376992170.0,5022737376992170.0,0.0,99193625659417.48,3481496251555177.5,0.02849166521868518,1.5260121835419102e-10,6.821795637375856e-09,0.02236965550801698,0.006122009710668199
67.0,2,7,3959681.2829708746,4959681.282970875,5.02273737699217,5022737376992170.0,5022737376992170.0,0.0,99193625659417.48,3481496251555177.5,0.02849166521868518,3.0807115545153053e-12,3.283540499171879e-09,0.0009382285844478763,0.027553436634237306
70.0,2,3,7370534.727784863,8370534.727784863,5.0502908136264075,5065344250260645.0,5050290813626408.0,15053436634237.309,167410694555697.25,3511029085633696.0,0.04768137502497555,1.4398114747235022e-10,2.150621791832034e-09,0.0669486136610278,0.0
70.0,2,6,7370534.727784863,8370534.727784863,5.0502908136264075,5065344250260645.0,5050290813626408.0,15053436634237.309,167410694555697.25,3511029085633696.0,0.04768137502497555,7.461858364917924e-11,1.2071874269772384e-08,0.006181192910203014,0.041500182114772535
70.0,2,7,7370534.727784863,8370534.727784863,5.0502908136264075,5065344250260645.0,5050290813626408.0,15053436634237.309,167410694555697.25,3511029085633696.0,0.04768137502497555,1.85289317370408e-10,4.239881031551175e-09,0.043701536904354896,0.003979838120620652
70.0,2,8,7370534.727784863,8370534.727784863,5.0502908136264075,5065344250260645.0,5050290813626408.0,15053436634237.309,167410694555697.25,3511029085633696.0,0.04768137502497555,4.3903489259268366e-11,1.8962235966730086e-09,0.023153118301184834,0.024528256723790713
72.0,2,3,2990080.0,3990080.0,5.09179099574118,5140011281156857.0,5091790995741180.0,48220285415676.51,79801600000000.0,3562784327580187.5,0.02239866145762479,7.465155259681538e-12,2.101894816096739e-09,0.003551631224603561,0.018847030233021228
72.0,2,6,2990080.0,3990080.0,5.09179099574118,5140011281156857.0,5091790995741180.0,48220285415676.51,79801600000000.0,3562784327580187.5,0.02239866145762479,1.892220034907382e-11,1.4718234377253723e-08,0.0012856297748809538,0.021113031682743835
72.0,2,7,2990080.0,3990080.0,5.09179099574118,5140011281156857.0,5091790995741180.0,48220285415676.51,79801600000000.0,3562784327580187.5,0.02239866145762479,2.76803324987957e-11,1.5157250764365207e-08,0.0018262106320674153,0.020572450825557375
72.0,2,8,2990080.0,3990080.0,5.09179099574118,5140011281156857.0,5091790995741180.0,48220285415676.51,79801600000000.0,3562784327580187.5,0.02239866145762479,3.582533707593845e-11,2.2766738841056134e-09,0.015735822915196464,0.006662838542428325
74.0,2,3,2990080.0,3990080.0,5.112904027423923,5173904011189010.0,5112904027423923.0,60999983765087.016,79801600000000.0,3586276977843454.0,0.022251934385722576,3.0927667016468593e-12,2.296547774657963e-09,0.0013467025314147804,0.020905231854307794
74.0,2,6,2990080.0,3990080.0,5.112904027423923,5173904011189010.0,5112904027423923.0,60999983765087.016,79801600000000.0,3586276977843454.0,0.022251934385722576,2.074312874705921e-12,1.0077307780738845e-08,0.0002058399842337491,0.022046094401488827
74.0,2,7,2990080.0,3990080.0,5.112904027423923,5173904011189010.0,5112904027423923.0,60999983765087.016,79801600000000.0,3586276977843454.0,0.022251934385722576,3.2352916633791975e-12,2.1588659269715993e-08,0.00014986070338872688,0.02210207368233385
74.0,2,8,2990080.0,3990080.0,5.112904027423923,5173904011189010.0,5112904027423923.0,60999983765087.016,79801600000000.0,3586276977843454.0,0.022251934385722576,7.93013493682624e-12,2.6650943583256338e-09,0.0029755550350601505,0.019276379350662426
77.0,2,7,361906.81774957856,1361906.8177495785,5.135006101106256,5205608158553677.0,5135006101106256.0,70602057447420.88,27238136354991.57,3608252618201330.0,0.007548844063077116,1.6007221053690576e-10,1.1737412998153991e-07,0.0013637776106377208,0.006185066452439395
80.0,2,3,10357363.552332118,11357363.552332118,5.141191167558695,5205478291458555.0,5141191167558695.0,64287123899860.27,227147271046642.38,3608162601190498.5,0.06295372358543266,7.570543670382259e-11,2.0160399552038284e-09,0.037551555716150736,0.025402167869281927
80.0,2,6,10357363.552332118,11357363.552332118,5.141191167558695,5205478291458555.0,5141191167558695.0,64287123899860.27,227147271046642.38,3608162601190498.5,0.06295372358543266,1.4246967814083402e-10,3.0283693799725005e-09,0.04704501342637658,0.01590871015905608
80.0,2,7,10357363.552332118,11357363.552332118,5.141191167558695,5205478291458555.0,5141191167558695.0,64287123899860.27,227147271046642.38,3608162601190498.5,0.06295372358543266,8e-13,7.384936869686368e-08,1.0832861730800082e-05,0.06294289072370186
80.0,2,8,10357363.552332118,11357363.552332118,5.141191167558695,5205478291458555.0,5141191167558695.0,64287123899860.27,227147271046642.38,3608162601190498.5,0.06295372358543266,9.349739834210097e-11,2.0732552541903167e-09,0.04509690649674258,0.017856817088690087
80.0,2,1,10357363.552332118,11357363.552332118,5.141191167558695,5205478291458555.0,5141191167558695.0,64287123899860.27,227147271046642.38,3608162601190498.5,0.06295372358543266,1.2759293453518704e-10,4.520129087424632e-09,0.028227719179560823,0.03472600440587184
83.0,2,6,10284982.873404317,11284982.873404317,5.204134058282397,5318864072905959.0,5204134058282397.0,114730014623562.14,225699657468086.34,3686755635916353.0,0.06121904453588448,7.792340968270637e-11,4.1462363720989924e-09,0.018793769261943545,0.04242527527394094
83.0,2,7,10284982.873404317,11284982.873404317,5.204134058282397,5318864072905959.0,5204134058282397.0,114730014623562.14,225699657468086.34,3686755635916353.0,0.06121904453588448,2.0392417436342369e-10,1.7076954582588272e-08,0.01194148367480848,0.049277560861076
83.0,2,1,10284982.873404317,11284982.873404317,5.204134058282397,5318864072905959.0,5204134058282397.0,114730014623562.14,225699657468086.34,3686755635916353.0,0.06121904453588448,1.8089581923448085e-10,6.5678546238026636e-09,0.02754260403068203,0.03367644050520245
85.0,2,6,8876490.880943006,9876490.880943006,5.253411619143474,5409085861294779.0,5253411619143474.0,155674242151304.78,197529817618860.12,3749292614163139.5,0.052684556247405555,2.2383160817222615e-11,2.9032570666723026e-09,0.007709672379400448,0.044974883868005106
85.0,2,7,8876490.880943006,9876490.880943006,5.253411619143474,5409085861294779.0,5253411619143474.0,155674242151304.78,197529817618860.12,3749292614163139.5,0.052684556247405555,5.473575414782285e-11,7.895264490773831e-09,0.006932732172783496,0.045751824074622055
85.0,2,1,8876490.880943006,9876490.880943006,5.253411619143474,5409085861294779.0,5253411619143474.0,155674242151304.78,197529817618860.12,3749292614163139.5,0.052684556247405555,6.09395676417884e-11,6.021612701797166e-09,0.010120140676533518,0.04256441557087204
87.0,2,6,4690394.465281871,5690394.465281871,5.299163443218097,5492256176110691.0,5299163443218097.0,193092732892593.53,113807889305637.42,3806941883384072.0,0.02989483233310385,1.6540768727053465e-11,3.1180094961895804e-09,0.005304912877034983,0.024589919456068865
87.0,2,7,4690394.465281871,5690394.465281871,5.299163443218097,5492256176110691.0,5299163443218097.0,193092732892593.53,113807889305637.42,3806941883384072.0,0.02989483233310385,4.094914733659766e-11,4.57006591500198e-09,0.008960296874969673,0.020934535458134177
87.0,2,1,4690394.465281871,5690394.465281871,5.299163443218097,5492256176110691.0,5299163443218097.0,193092732892593.53,113807889305637.42,3806941883384072.0,0.02989483233310385,2.800058755258434e-11,4.431608477710688e-09,0.006318380266085483,0.023576452067018368
89.0,2,6,3514368.0,4514368.0,5.323753362674166,5533102681689495.0,5323753362674166.0,209349319015329.03,90287360000000.0,3835254523561746.0,0.023541425854613534,1.6544794890675074e-11,2.0562445279214643e-09,0.008046122270972912,0.015495303583640622
89.0,2,7,3514368.0,4514368.0,5.323753362674166,5533102681689495.0,5323753362674166.0,209349319015329.03,90287360000000.0,3835254523561746.0,0.023541425854613534,4.8391316613043434e-11,2.8193971917252768e-09,0.017163710297743214,0.00637771555687032
89.0,2,1,3514368.0,4514368.0,5.323753362674166,5533102681689495.0,5323753362674166.0,209349319015329.03,90287360000000.0,3835254523561746.0,0.023541425854613534,1.2766077730143732e-11,3.6923520207450505e-09,0.003457437876567296,0.02008398797804624
90.0,2,6,3514368.0,4514368.0,5.339248666257808,5559926622190111.0,5339248666257808.0,220677955932302.97,90287360000000.0,3853847462291255.5,0.023427849930085405,3.71800955335866e-11,1.9407790225672028e-09,0.019157304928206567,0.004270545001878838
90.0,2,7,3514368.0,4514368.0,5.339248666257808,5559926622190111.0,5339248666257808.0,220677955932302.97,90287360000000.0,3853847462291255.5,0.023427849930085405,6.162865390941069e-11,2.30219701375432e-09,0.026769496068848354,0.0
90.0,2,1,3514368.0,4514368.0,5.339248666257808,5559926622190111.0,5339248666257808.0,220677955932302.97,90287360000000.0,3853847462291255.5,0.023427849930085405,6.097177748250242e-11,2.372255663446153e-09,0.02570202631276652,0.0
92.0,2,6,943866.607333825,1943866.607333825,5.343519211259686,5560134378860534.0,5343519211259686.0,216615167600848.44,38877332146676.5,3853991468241602.0,0.010087550132645838,1.7098289396860344e-12,1.6057406986036832e-09,0.0010648225713982737,0.009022727561247564
92.0,2,7,943866.607333825,1943866.607333825,5.343519211259686,5560134378860534.0,5343519211259686.0,216615167600848.44,38877332146676.5,3853991468241602.0,0.010087550132645838,4.107182840570745e-12,1.6129851663610919e-09,0.002546323999889338,0.0075412261327565
92.0,2,1,943866.607333825,1943866.607333825,5.343519211259686,5560134378860534.0,5343519211259686.0,216615167600848.44,38877332146676.5,3853991468241602.0,0.010087550132645838,3.847983693842341e-12,1.834030035956634e-09,0.002098102876398763,0.007989447256247074
92.0,2,0,943866.607333825,1943866.607333825,5.343519211259686,5560134378860534.0,5343519211259686.0,216615167600848.44,38877332146676.5,3853991468241602.0,0.010087550132645838,1.8253474656886405e-12,2.239072523965657e-09,0.0008152248067676425,0.009272325325878196
114.0,2,0,3317760.0,4317760.0,5.352541938820934,5486513167316363.0,5352541938820934.0,133971228495429.08,86355200000000.0,3802961133030352.5,0.02270735802424273,4.287818336741646e-11,2.1587991681087415e-09,0.019862052941673466,0.0028453050825692633
114.0,2,3,3317760.0,4317760.0,5.352541938820934,5486513167316363.0,5352541938820934.0,133971228495429.08,86355200000000.0,3802961133030352.5,0.02270735802424273,2.230491213089907e-12,1.2759158567905684e-07,1.7481491441766954e-05,0.022689876532800964
114.0,2,1,3317760.0,4317760.0,5.352541938820934,5486513167316363.0,5352541938820934.0,133971228495429.08,86355200000000.0,3802961133030352.5,0.02270735802424273,2.751519929603052e-11,1.7977658815051543e-09,0.015305218315186738,0.007402139709055991
116.0,2,0,4668483.152464742,5668483.152464742,5.375231815353736,5523559587048633.0,5375231815353736.0,148327771694896.7,113369663049294.84,3828639754417615.5,0.029610950708664884,4.639771169041755e-12,2.4290342569188575e-09,0.00191012998512715,0.027700820723537734
116.0,2,3,4668483.152464742,5668483.152464742,5.375231815353736,5523559587048633.0,5375231815353736.0,148327771694896.7,113369663049294.84,3828639754417615.5,0.029610950708664884,9.21677842033068e-12,7.979202154879324e-08,0.00011551002520589821,0.029495440683458985
116.0,2,6,4668483.152464742,5668483.152464742,5.375231815353736,5523559587048633.0,5375231815353736.0,148327771694896.7,113369663049294.84,3828639754417615.5,0.029610950708664884,5.2394645244487525e-12,2.727259010345018e-09,0.0019211466547821294,0.027689804053882754
118.0,2,0,4668483.152464742,5668483.152464742,5.404727256037194,5574217135082216.0,5404727256037194.0,169489879045022.34,113369663049294.84,3863752891011173.5,0.02934185136762852,8e-13,2.768237512070227e-09,0.0002889925436353617,0.02905285882399316
