timestamp,uav_id,target_id,Q_i_t,D_i_t,Psi_i_t,C_i_t,beta_Psi_i_t,gamma_F_t,up,down,P_star,N_ij,h_ij,correction_term,P_ij_trans_opt
2.0,7,3,1925120.0,2925120.0,5.0,5000000000000000.0,5000000000000000.0,0.0,58502400000000.0,3465735902799726.5,0.0168802244720205,6.454361678857644e-12,2.689241665373163e-09,0.0024000675588082662,0.014480156913212233
2.0,7,6,1925120.0,2925120.0,5.0,5000000000000000.0,5000000000000000.0,0.0,58502400000000.0,3465735902799726.5,0.0168802244720205,9.768786687455289e-12,2.886361050784683e-09,0.003384464561285414,0.013495759910735084
2.0,7,8,1925120.0,2925120.0,5.0,5000000000000000.0,5000000000000000.0,0.0,58502400000000.0,3465735902799726.5,0.0168802244720205,1.8267329971018126e-11,2.0467871794005653e-09,0.008924880004558173,0.007955344467462325
2.0,7,2,1925120.0,2925120.0,5.0,5000000000000000.0,5000000000000000.0,0.0,58502400000000.0,3465735902799726.5,0.0168802244720205,2.187575692400017e-11,2.1063556324496717e-09,0.010385595189620886,0.006494629282399612
2.0,7,D,1925120.0,2925120.0,5.0,5000000000000000.0,5000000000000000.0,0.0,58502400000000.0,3465735902799726.5,0.0168802244720205,6.589637269959092e-12,1.6250249770189406e-09,0.004055099068106376,0.012825125403914122
4.0,7,3,3465216.0,4465216.0,5.012825125403914,5017316917474495.0,5012825125403914.0,4491792070580.788,89304320000000.0,3477739075323162.0,0.025678844233505808,8e-13,3.1819993463771224e-09,0.0002514142565462319,0.025427429976959577
4.0,7,6,3465216.0,4465216.0,5.012825125403914,5017316917474495.0,5012825125403914.0,4491792070580.788,89304320000000.0,3477739075323162.0,0.025678844233505808,6.505029867941958e-12,3.304480377147079e-09,0.001968548493411866,0.02371029574009394
4.0,7,8,3465216.0,4465216.0,5.012825125403914,5017316917474495.0,5012825125403914.0,4491792070580.788,89304320000000.0,3477739075323162.0,0.025678844233505808,1.3783146060879065e-11,2.141533343341971e-09,0.00643611088462894,0.01924273334887687
4.0,7,2,3465216.0,4465216.0,5.012825125403914,5017316917474495.0,5012825125403914.0,4491792070580.788,89304320000000.0,3477739075323162.0,0.025678844233505808,1.841992485887862e-11,3.5475984484782734e-09,0.005192223732869137,0.02048662050063667
5.0,7,2,3465216.0,4465216.0,5.032067858752791,5051635717505582.0,5032067858752791.0,19567858752790.992,89304320000000.0,3501527054804910.5,0.025504392398583264,1.066873215848944e-10,4.776941471653735e-09,0.022333813846783474,0.00317057855179979
6.0,7,3,3465216.0,4465216.0,5.032067858752791,5047469050838915.0,5032067858752791.0,15401192086124.328,89304320000000.0,3498638941552577.0,0.025525446178327214,8e-13,1.843687850247484e-09,0.0004339129315695244,0.02509153324675769
6.0,7,6,3465216.0,4465216.0,5.032067858752791,5047469050838915.0,5032067858752791.0,15401192086124.328,89304320000000.0,3498638941552577.0,0.025525446178327214,8e-13,2.14882495749384e-09,0.00037229649497976544,0.025153149683347448
6.0,7,8,3465216.0,4465216.0,5.032067858752791,5047469050838915.0,5032067858752791.0,15401192086124.328,89304320000000.0,3498638941552577.0,0.025525446178327214,8e-13,2.110354149355018e-09,0.00037908329284186827,0.025146362885485347
6.0,7,2,3465216.0,4465216.0,5.032067858752791,5047469050838915.0,5032067858752791.0,15401192086124.328,89304320000000.0,3498638941552577.0,0.025525446178327214,8e-13,6.5668463933173675e-09,0.00012182407689847984,0.025403622101428734
26.0,7,6,6479872.0,7479872.0,5.057214221638276,5057214221638276.0,5057214221638276.0,0.0,149597440000000.0,3505393779216229.5,0.04267635804199107,4.088315670847115e-11,5.882371258576132e-09,0.006950114998074297,0.03572624304391677
26.0,7,8,6479872.0,7479872.0,5.057214221638276,5057214221638276.0,5057214221638276.0,0.0,149597440000000.0,3505393779216229.5,0.04267635804199107,3.809322199403867e-11,2.159291156549412e-09,0.017641540316828953,0.025034817725162115
26.0,7,2,6479872.0,7479872.0,5.057214221638276,5057214221638276.0,5057214221638276.0,0.0,149597440000000.0,3505393779216229.5,0.04267635804199107,8e-13,3.5838817939515946e-09,0.00022322164792101543,0.04245313639407005
32.0,7,6,5155535.28436072,6155535.28436072,5.082249039363438,5082283857088600.0,5082249039363438.0,34817725162.11908,123110705687214.39,3522770726346287.0,0.03494712408232742,3.742055020175176e-11,2.622964474794014e-09,0.01426651049274713,0.020680613589580288
32.0,7,8,5155535.28436072,6155535.28436072,5.082249039363438,5082283857088600.0,5082249039363438.0,34817725162.11908,123110705687214.39,3522770726346287.0,0.03494712408232742,7.923515998454169e-11,3.296617793977887e-09,0.024035288570390206,0.010911835511937213
32.0,7,3,5155535.28436072,6155535.28436072,5.082249039363438,5082283857088600.0,5082249039363438.0,34817725162.11908,123110705687214.39,3522770726346287.0,0.03494712408232742,6.015352563302976e-11,1.855866637388177e-09,0.032412633764291286,0.0025344903180361325
32.0,7,D,5155535.28436072,6155535.28436072,5.082249039363438,5082283857088600.0,5082249039363438.0,34817725162.11908,123110705687214.39,3522770726346287.0,0.03494712408232742,3.089464523073894e-11,1.7738201805283368e-09,0.017417010793922126,0.017530113288405293
