timestamp,uav_id,target_id,Q_i_t,D_i_t,Psi_i_t,C_i_t,beta_Psi_i_t,gamma_F_t,up,down,P_star,N_ij,h_ij,correction_term,P_ij_trans_opt
3.0,9,5,3178496.0,4178496.0,5.0,5000000000000000.0,5000000000000000.0,0.0,83569920000000.0,3465735902799726.5,0.02411318183029748,3.0689187787875286e-11,2.0904881852382813e-09,0.014680392840573372,0.00943278898972411
4.0,9,5,3178496.0,4178496.0,5.0,5000000000000000.0,5000000000000000.0,0.0,83569920000000.0,3465735902799726.5,0.02411318183029748,7.89190580855222e-12,2.029604727737524e-09,0.0038883954598142967,0.020224786370483184
4.0,9,8,3178496.0,4178496.0,5.0,5000000000000000.0,5000000000000000.0,0.0,83569920000000.0,3465735902799726.5,0.02411318183029748,1.3783146060879065e-11,1.6927965873371798e-09,0.008142234078200956,0.015970947752096523
24.0,9,5,3178496.0,4178496.0,5.015970947752097,5015970947752097.0,5015970947752097.0,0.0,83569920000000.0,3476806120204962.5,0.024036404996627604,8e-13,1.7633406893657562e-09,0.0004536843077600316,0.023582720688867572
30.0,9,5,40583168.0,41583168.0,5.0395536684409645,5039553668440965.0,5039553668440965.0,0.0,831663360000000.0,3493152416560384.0,0.2380839026826425,3.424186053460476e-12,6.135431816667528e-09,0.0005581002537031419,0.2
31.0,9,5,40583168.0,41583168.0,5.0395536684409645,5039553668440965.0,5039553668440965.0,0.0,831663360000000.0,3493152416560384.0,0.2380839026826425,8e-13,6.511796123609537e-09,0.00012285396913755864,0.2
32.0,9,5,43769856.0,44769856.0,5.0395536684409645,5039553668440965.0,5039553668440965.0,0.0,895397120000000.0,3493152416560384.0,0.2563292445400004,3.7552874196182064e-11,7.134760188656429e-09,0.005263368803325368,0.2
32.0,9,4,43769856.0,44769856.0,5.0395536684409645,5039553668440965.0,5039553668440965.0,0.0,895397120000000.0,3493152416560384.0,0.2563292445400004,2.0425627873331214e-10,1.6970484915931554e-09,0.1203597185025399,0.1359695260374605
33.0,9,5,43769856.0,44769856.0,5.0395536684409645,5039553668440965.0,5039553668440965.0,0.0,895397120000000.0,3493152416560384.0,0.2563292445400004,8.780264280172019e-12,7.734891702636802e-09,0.0011351502539045056,0.2
33.0,9,4,43769856.0,44769856.0,5.0395536684409645,5039553668440965.0,5039553668440965.0,0.0,895397120000000.0,3493152416560384.0,0.2563292445400004,1.7634042740251008e-11,1.76245193897114e-09,0.010005403466800443,0.2
34.0,9,5,46850048.0,47850048.0,5.0395536684409645,5039553668440965.0,5039553668440965.0,0.0,957000960000000.0,3493152416560384.0,0.2739648448956985,8.966359125964011e-12,6.203671442635402e-09,0.0014453310767462216,0.2
